bibcode,title,year,month,journal,volume,page,n_authors,n_colombian_authors,num_citations,keywords,doi,arxiv_id,url
2013AcA....63..159U,Variable Stars from the OGLE-III Shallow Survey in the Large Magellanic Cloud,2013,6,Acta Astronomica,63,159,11,1,34,Magellanic Clouds; Surveys; Catalogs; Cepheids; Stars: late type; binaries: eclipsing; Astrophysics - Solar and Stellar Astrophysics,10.48550/arXiv.1306.4802,arXiv:1306.4802,https://ui.adsabs.harvard.edu/abs/2013AcA....63..159U
2013A&A...555A..19G,Recurrent coronal jets induced by repetitively accumulated electric currents,2013,7,Astronomy and Astrophysics,555,A19,6,1,75,magnetic fields; Sun: corona; Sun: surface magnetism; Sun: UV radiation; Astrophysics - Solar and Stellar Astrophysics,10.1051/0004-6361/201321229,arXiv:1305.0902,https://ui.adsabs.harvard.edu/abs/2013A&A...555A..19G
2013SpPol..29..190L,Prospects and opportunities for space collaboration with Latin America: What can India contribute and gain?,2013,8,Space Policy,29,190,2,1,3,Space; Satellites; India; Latin America; Collaboration,10.1016/j.spacepol.2013.06.005,,https://ui.adsabs.harvard.edu/abs/2013SpPol..29..190L
2013AN....334..691R,The MultiDark Database: Release of the Bolshoi and MultiDark cosmological simulations,2013,8,Astronomische Nachrichten,334,691,11,1,184,%simulation; cosmology; database; Virtual Observatory,10.1002/asna.201211900,,https://ui.adsabs.harvard.edu/abs/2013AN....334..691R
2013A&A...556A..73S,EVN observations of 6.7 GHz methanol maser polarization in massive star-forming regions. II. First statistical results,2013,8,Astronomy and Astrophysics,556,A73,5,1,22,stars: formation; masers; polarization; magnetic fields; Astrophysics - Solar and Stellar Astrophysics; Astrophysics - Astrophysics of Galaxies,10.1051/0004-6361/201321501,arXiv:1306.6335,https://ui.adsabs.harvard.edu/abs/2013A&A...556A..73S
2013A&A...556A...1T,The 2.3 GHz continuum survey of the GEM project,2013,8,Astronomy and Astrophysics,556,A1,14,1,12,surveys; Galaxy: structure; radio continuum: general; radio continuum: ISM,10.1051/0004-6361/20079306,,https://ui.adsabs.harvard.edu/abs/2013A&A...556A...1T
2013MNRAS.434.1821F,"The location of Asteroidal Belt Comets (ABCs), in a comet's evolutionary diagram: The Lazarus Comets",2013,9,Monthly Notices of the Royal Astronomical Society,434,1821,3,3,9,comets: general; minor planets; asteroids: general; Astrophysics - Earth and Planetary Astrophysics,10.1093/mnras/stt839,arXiv:1305.2621,https://ui.adsabs.harvard.edu/abs/2013MNRAS.434.1821F
2013RMxAA..49..301H,PAHs as Tracers of Local AGN-Starburst Connection,2013,10,Revista Mexicana de Astronomia y Astrofisica,49,301,2,1,2,galaxies: active; galaxies: general; galaxies: nuclei; Astrophysics - Cosmology and Extragalactic Astrophysics,10.48550/arXiv.1308.1375,arXiv:1308.1375,https://ui.adsabs.harvard.edu/abs/2013RMxAA..49..301H
2013ApJ...776L..33H,Magnetic Shielding of Exomoons beyond the Circumplanetary Habitable Edge,2013,10,The Astrophysical Journal Letters,776,L33,2,1,34,astrobiology; celestial mechanics; methods: analytical; planets and satellites: magnetic fields; planets and satellites: physical evolution; planet-star interactions; Astrophysics - Earth and Planetary Astrophysics,10.1088/2041-8205/776/2/L33,arXiv:1309.0811,https://ui.adsabs.harvard.edu/abs/2013ApJ...776L..33H
2013A&A...559A...1S,Twisting solar coronal jet launched at the boundary of an active region,2013,11,Astronomy and Astrophysics,559,A1,10,1,101,Sun: magnetic topology; Sun: UV radiation; Sun: corona; Sun: surface magnetism; Astrophysics - Solar and Stellar Astrophysics,10.1051/0004-6361/201322181,arXiv:1309.6514,https://ui.adsabs.harvard.edu/abs/2013A&A...559A...1S
2013GReGr..45.2529R,Can smooth LTB models mimicking the cosmological constant for the luminosity distance also satisfy the age constraint?,2013,12,General Relativity and Gravitation,45,2529,1,1,0,Inhomogeneous cosmological model; LTB solution,10.1007/s10714-013-1602-1,,https://ui.adsabs.harvard.edu/abs/2013GReGr..45.2529R
2014SoPh..289..809M,Transient Artifacts in a Flare Observed by the Helioseismic and Magnetic Imager on the Solar Dynamics Observatory,2014,3,Solar Physics,289,809,4,1,11,Particle acceleration; Flares; Chromospheric heating; Solar Dynamics Observatory; Astrophysics - Solar and Stellar Astrophysics,10.1007/s11207-013-0358-9,arXiv:1307.5097,https://ui.adsabs.harvard.edu/abs/2014SoPh..289..809M
2014PASP..126..219S,Search for Southern Galactic Be Star Candidates,2014,3,Publications of the Astronomical Society of the Pacific,126,219,3,3,3,,10.1086/675972,,https://ui.adsabs.harvard.edu/abs/2014PASP..126..219S
2014GReGr..46.1674G,Exact relativistic models of perfect fluid disks in a magnetic field,2014,3,General Relativity and Gravitation,46,1674,2,2,4,General relativity; Thin disks; Einstein-Maxwell equations; General Relativity and Quantum Cosmology,10.1007/s10714-014-1674-6,arXiv:1307.2281,https://ui.adsabs.harvard.edu/abs/2014GReGr..46.1674G
2014P&SS...96..114F,The impending demise of comet C/2012 S1 (ISON),2014,6,Planetary and Space Science,96,114,1,1,5,Astrophysics - Earth and Planetary Astrophysics,10.1016/j.pss.2014.03.007,arXiv:1310.0552,https://ui.adsabs.harvard.edu/abs/2014P&SS...96..114F
2014MNRAS.441.1513O,Galaxy cluster mass reconstruction project - I. Methods and first results on galaxy-based techniques,2014,6,Monthly Notices of the Royal Astronomical Society,441,1513,21,1,79,methods: numerical; methods: statistical; galaxies: clusters: general; galaxies: haloes; galaxies: kinematics and dynamics; cosmology: observations; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stu545,arXiv:1403.4610,https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1513O
2014ApJ...787L..34F,The Abundance of Bullet Groups in ΛCDM,2014,6,The Astrophysical Journal Letters,787,L34,5,2,7,dark matter; galaxies: clusters: individual: SL2S J08544─0121; galaxies: interactions; methods: numerical; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/2041-8205/787/2/L34,arXiv:1404.5636,https://ui.adsabs.harvard.edu/abs/2014ApJ...787L..34F
2014MNRAS.442.1731F,The location of Oort Cloud comets C/2011 L4 Panstarrs and C/2012 S1 ISON on a comet evolutionary diagram,2014,8,Monthly Notices of the Royal Astronomical Society,442,1731,1,1,8,comets: general; comets: individual: C/2011 L4 Panstarrs; comets: individual: C/2012 S1 ISON; minor planets; asteroids; Astrophysics - Earth and Planetary Astrophysics,10.1093/mnras/stu820,arXiv:1306.5010,https://ui.adsabs.harvard.edu/abs/2014MNRAS.442.1731F
2014P&SS...99..171F,"Three predictions: Comet 67P/Churyumov-Gerasimenko, comet C/2012 K1 PANSTARRS, and comet C/2013 V5 Oukaimeden",2014,9,Planetary and Space Science,99,171,1,1,2,Astrophysics - Earth and Planetary Astrophysics,10.1016/j.pss.2014.05.005,arXiv:1403.1781,https://ui.adsabs.harvard.edu/abs/2014P&SS...99..171F
2014MNRAS.443.1090F,"Cosmic web alignments with the shape, angular momentum and peculiar velocities of dark matter haloes",2014,9,Monthly Notices of the Royal Astronomical Society,443,1090,3,1,107,methods: numerical; galaxies: haloes; cosmology: theory; dark matter; large-scale structure of Universe; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stu1150,arXiv:1406.0508,https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.1090F
2014MNRAS.444.3829B,The effect of spatial resolution on optical and near-IR studies of stellar clusters: implications for the origin of the red excess,2014,11,Monthly Notices of the Royal Astronomical Society,444,3829,9,1,11,ISM: bubbles; H II regions; galaxies: star clusters; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stu1695,arXiv:1408.4163,https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.3829B
2014ApJ...795..120G,The Impact of Gas Bulk Rotation on the Lyα Line,2014,11,The Astrophysical Journal,795,120,3,2,11,galaxies: high-redshift; line: formation; methods: numerical; radiative transfer; Astrophysics - Astrophysics of Galaxies; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1088/0004-637X/795/2/120,arXiv:1408.2561,https://ui.adsabs.harvard.edu/abs/2014ApJ...795..120G
2014AdSpR..54.1949L,Prediction of horizontal gas-solid flows under different gravitational fields,2014,11,Advances in Space Research,54,1949,2,2,0,,10.1016/j.asr.2014.07.001,,https://ui.adsabs.harvard.edu/abs/2014AdSpR..54.1949L
2014A&A...571A..65V,Characterizing SL2S galaxy groups using the Einstein radius,2014,11,Astronomy and Astrophysics,571,A65,14,3,9,gravitational lensing: strong; galaxies: groups: general; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1051/0004-6361/201423696,arXiv:1409.2900,https://ui.adsabs.harvard.edu/abs/2014A&A...571A..65V
2014ApJ...796...94M,Stability of Hall Equilibria in Neutron Star Crusts,2014,12,The Astrophysical Journal,796,94,4,1,29,instabilities; magnetic fields; stars: magnetars; stars: magnetic field; stars: neutron; Astrophysics - High Energy Astrophysical Phenomena; Astrophysics - Solar and Stellar Astrophysics,10.1088/0004-637X/796/2/94,arXiv:1410.5833,https://ui.adsabs.harvard.edu/abs/2014ApJ...796...94M
2015ApJ...799...45F,The Local Group in the Cosmic Web,2015,1,The Astrophysical Journal,799,45,2,1,25,dark matter; Local Group; Astrophysics - Cosmology and Nongalactic Astrophysics; Astrophysics - Astrophysics of Galaxies,10.1088/0004-637X/799/1/45,arXiv:1408.3166,https://ui.adsabs.harvard.edu/abs/2015ApJ...799...45F
2015SoPh..290..301V,Evolution of Small-Scale Magnetic Elements in the Vicinity of Granular-Sized Swirl Convective Motions,2015,2,Solar Physics,290,301,5,1,17,Sun: convection; Sun: granulation; Sun: photosphere; Sun: magnetic fields; Astrophysics - Solar and Stellar Astrophysics,10.1007/s11207-014-0626-3,arXiv:1405.2380,https://ui.adsabs.harvard.edu/abs/2015SoPh..290..301V
2015Ap&SS.355..381G,A viable model for modified gravity,2015,2,Astrophysics and Space Science,355,381,1,1,1,Modified gravity; Dark energy; Cosmological constant; General Relativity and Quantum Cosmology,10.1007/s10509-014-2178-2,arXiv:1408.5644,https://ui.adsabs.harvard.edu/abs/2015Ap&SS.355..381G
2015A&A...575A..62N,No evidence for significant age spreads in young massive LMC clusters,2015,3,Astronomy and Astrophysics,575,A62,4,1,75,galaxies: star clusters: general; Magellanic Clouds; Hertzsprung-Russell and C-M diagrams; stars: evolution; Astrophysics - Astrophysics of Galaxies; Astrophysics - Solar and Stellar Astrophysics,10.1051/0004-6361/201424455,arXiv:1501.02275,https://ui.adsabs.harvard.edu/abs/2015A&A...575A..62N
2015ApJ...803L..14Z,A Novel Method for Identifying Exoplanetary Rings,2015,4,The Astrophysical Journal Letters,803,L14,4,3,59,methods: analytical; occultations; planets and satellites: rings; techniques: photometric; Astrophysics - Earth and Planetary Astrophysics,10.1088/2041-8205/803/1/L14,arXiv:1502.07818,https://ui.adsabs.harvard.edu/abs/2015ApJ...803L..14Z
2015MNRAS.449.1897O,Galaxy Cluster Mass Reconstruction Project - II. Quantifying scatter and bias using contrasting mock catalogues,2015,5,Monthly Notices of the Royal Astronomical Society,449,1897,24,1,84,methods: numerical; methods: statistical; galaxies: haloes; galaxies: kinematics and dynamics; cosmology: observations; Astrophysics - Cosmology and Nongalactic Astrophysics; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stv421,arXiv:1502.07347,https://ui.adsabs.harvard.edu/abs/2015MNRAS.449.1897O
2015MNRAS.449.1106H,"Studying the YMC population of M83: how long clusters remain embedded, their interaction with the ISM and implications for GC formation theories",2015,5,Monthly Notices of the Royal Astronomical Society,449,1106,7,1,135,galaxies: star clusters: general; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stv331,arXiv:1502.03823,https://ui.adsabs.harvard.edu/abs/2015MNRAS.449.1106H
2015GReGr..47...54G,Conformastationary disk-haloes in Einstein-Maxwell gravity,2015,5,General Relativity and Gravitation,47,54,1,1,9,Relativistic disks; Einstein-Maxwell equations; Exact solutions; Conformastationary space-time; Galactic halo; General Relativity and Quantum Cosmology,10.1007/s10714-015-1898-0,arXiv:1410.3148,https://ui.adsabs.harvard.edu/abs/2015GReGr..47...54G
2015PASP..127..523P,Identification of Potential Sites for Astronomical Observations in Northern South America,2015,6,Publications of the Astronomical Society of the Pacific,127,523,3,3,2,Astrophysics - Instrumentation and Methods for Astrophysics,10.1086/682025,arXiv:1504.06033,https://ui.adsabs.harvard.edu/abs/2015PASP..127..523P
2015ApJ...805..167S,Properties of Chromospheric Evaporation and Plasma Dynamics of a Solar Flare from Iris,2015,6,The Astrophysical Journal,805,167,6,1,45,magnetic fields; Sun: activity; Sun: atmosphere; Sun: flares; Sun: UV radiation; Astrophysics - Solar and Stellar Astrophysics,10.1088/0004-637X/805/2/167,arXiv:1412.0172,https://ui.adsabs.harvard.edu/abs/2015ApJ...805..167S
2015IJAsB..14..391M,Circumbinary habitability niches,2015,7,International Journal of Astrobiology,14,391,4,2,22,circumbinary: habitability; binaries: general; planet-star interactions; stars:activity; Astrophysics - Earth and Planetary Astrophysics; Astrophysics - Solar and Stellar Astrophysics,10.1017/S1473550414000342,arXiv:1408.5163,https://ui.adsabs.harvard.edu/abs/2015IJAsB..14..391M
2015ApJS..219...30L,Relativistic Bondi-Hoyle-Lyttleton Accretion onto a Rotating Black Hole: Density Gradients,2015,8,The Astrophysical Journal Supplement Series,219,30,3,1,36,accretion; accretion disks; black hole physics; hydrodynamics; methods: numerical; relativistic processes; Astrophysics - High Energy Astrophysical Phenomena,10.1088/0067-0049/219/2/30,arXiv:1506.08713,https://ui.adsabs.harvard.edu/abs/2015ApJS..219...30L
2015ApJ...809...73M,Parallel Evolution of Quasi-separatrix Layers and Active Region Upflows,2015,8,The Astrophysical Journal,809,73,9,1,33,Sun: atmosphere; Sun: corona; Sun: magnetic fields; Astrophysics - Solar and Stellar Astrophysics,10.1088/0004-637X/809/1/73,arXiv:1507.01264,https://ui.adsabs.harvard.edu/abs/2015ApJ...809...73M
2015MNRAS.452..525R,Sizes and shapes of young star cluster light profiles in M83,2015,9,Monthly Notices of the Royal Astronomical Society,452,525,9,1,63,galaxies: individual: M83; galaxies: star clusters: general; Astrophysics - Astrophysics of Galaxies; Astrophysics - Solar and Stellar Astrophysics,10.1093/mnras/stv1282,arXiv:1506.02042,https://ui.adsabs.harvard.edu/abs/2015MNRAS.452..525R
2015MNRAS.452..246A,"Probing the role of the galactic environment in the formation of stellar clusters, using M83 as a test bench",2015,9,Monthly Notices of the Royal Astronomical Society,452,246,5,1,183,galaxies: spiral; galaxies: star clusters; galaxies: star formation; Astrophysics - Astrophysics of Galaxies; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stv1203,arXiv:1505.07475,https://ui.adsabs.harvard.edu/abs/2015MNRAS.452..246A
2015AdSpR..56.1212M,Evaluation of lunar regolith geopolymer binder as a radioactive shielding material for space exploration applications,2015,9,Advances in Space Research,56,1212,8,1,85,Moon construction; Geopolymer; Lunar regolith; Radiation protection; Concrete; Inorganic polymer,10.1016/j.asr.2015.05.044,,https://ui.adsabs.harvard.edu/abs/2015AdSpR..56.1212M
2015MNRAS.453..497B,Tensor anisotropy as a tracer of cosmic voids,2015,10,Monthly Notices of the Royal Astronomical Society,453,497,2,2,2,methods: data analysis; methods: numerical; cosmology: theory; large-scale structure of Universe; Astrophysics - Cosmology and Nongalactic Astrophysics,10.1093/mnras/stv1637,arXiv:1507.05178,https://ui.adsabs.harvard.edu/abs/2015MNRAS.453..497B
2015ApJ...811..131A,Magnetospheric Accretion in Close Pre-main-sequence Binaries,2015,10,The Astrophysical Journal,811,131,5,1,14,binaries: spectroscopic; stars: pre-main sequence; stars: variables: T Tauri; Herbig Ae/Be; techniques: spectroscopic; ultraviolet: stars,10.1088/0004-637X/811/2/131,,https://ui.adsabs.harvard.edu/abs/2015ApJ...811..131A
2015SoPh..290.3151B,A Statistical Correlation of Sunquakes Based on Their Seismic and White-Light Emission,2015,11,Solar Physics,290,3151,7,2,25,Helioseismology; Flares; white-light flares; Astrophysics - Solar and Stellar Astrophysics,10.1007/s11207-015-0786-9,arXiv:1502.07798,https://ui.adsabs.harvard.edu/abs/2015SoPh..290.3151B
2015AN....336..815A,Emission of gravitational waves by precession of slim accretion disks dynamically driven by the Bardeen-Petterson effect,2015,11,Astronomische Nachrichten,336,815,3,3,0,,10.1002/asna.201512222,,https://ui.adsabs.harvard.edu/abs/2015AN....336..815A
2015GReGr..47..144G,Variational thermodynamics of relativistic thin disks,2015,12,General Relativity and Gravitation,47,144,3,1,0,Relativistic disks thermodynamics; Multifluids; Exact solutions,10.1007/s10714-015-1972-7,,https://ui.adsabs.harvard.edu/abs/2015GReGr..47..144G
2016MNRAS.456.1654A,"NGC 147, NGC 185 and CassII: a genetic approach to orbital properties, star formation and tidal debris",2016,2,Monthly Notices of the Royal Astronomical Society,456,1654,12,1,14,methods: numerical; galaxies: dwarf; galaxies: individual: NGC 147; galaxies: individual: NGC 185; galaxies: individual: CassII; Local Group; Astrophysics - Astrophysics of Galaxies,10.1093/mnras/stv2781,arXiv:1511.08289,https://ui.adsabs.harvard.edu/abs/2016MNRAS.456.1654A
2016JCAP...02..063K,DBI Galileon inflation in the light of Planck 2015,2016,2,Journal of Cosmology and Astroparticle Physics,2016,063,5,1,6,,10.1088/1475-7516/2016/02/063,,https://ui.adsabs.harvard.edu/abs/2016JCAP...02..063K
2016ApJ...818..160Z,Constraining the Radiation and Plasma Environment of the Kepler Circumbinary Habitable-zone Planets,2016,2,The Astrophysical Journal,818,160,3,2,16,binaries: general; planet─star interactions; planets and satellites: individual: Kepler-16b; Kepler-47c; Kepler-453b; stars: activity; Astrophysics - Earth and Planetary Astrophysics; Astrophysics - Solar and Stellar Astrophysics,10.3847/0004-637X/818/2/160,arXiv:1501.00296,https://ui.adsabs.harvard.edu/abs/2016ApJ...818..160Z
